,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
353,HDSigDB_Mouse_2021,Neuro2a Htt72Q-ni Vs Htt25Q-ni PMID28743452,24/2204,0.0418784168250562,0.2142424092377878,0,0,1.531662211948277,4.859940758479404,RRM1;SPARC;BEX1;ANXA2;SLC2A1;SLC2A3;SENP3;CDC25A;ETV5;DHODH;CCND3;TRAPPC6A;UBB;DKC1;NCL;FTH1;RPA3;HAND2;NEDD4;TSR1;PPIG;EZH2;TMPO;TRIM67
354,HDSigDB_Mouse_2021,Genes Down-Regulated In Genes Changed In HDACi 106 Treated Vs Untreated Friedreich Ataxia Carrier Blood Cells GSE30933,12/907,0.0422216114659315,0.2153600298908811,0,0,1.8282866444274748,5.786203748997804,DRAP1;COX7B;ARL6IP1;ANXA2;ARMC10;CCDC58;NDUFAB1;PMP22;PPIG;CALM2;PDIA6;RPS21
355,HDSigDB_Mouse_2021,Cortex Coexpressed Gene Module 1 PMID17101986,6/336,0.0424453333977776,0.2153600298908811,0,0,2.447523510971787,7.733044282866706,YWHAE;COX7B;ZNHIT3;NDUFS4;NDUFAB1;CALM2
356,HDSigDB_Mouse_2021,Genes Up-Regulated In Expression In NSCs Lines HD109i.1 And HD60i.4 From HD Patients GSE37517,22/1982,0.0424536337222775,0.2153600298908811,0,0,1.556549596582819,4.9176737138529,TNFAIP8;BEX1;AHNAK;CRABP2;ARG1;CRABP1;KRT8;SLC2A1;CPOX;SLC2A3;COX6C;CNN2;H19;DKC1;HAND2;GRB10;RPL13;RPS20;HOXD4;PPIG;CALM2;RPS21
357,HDSigDB_Mouse_2021,Genes Up-Regulated In Friedreich Ataxia iPSCs Expression Vs MR90C2P27 Cell Line GSE22651,23/2099,0.0433878478768552,0.2194843366061027,0,0,1.5383361934007709,4.826646535624251,SPARC;ANXA2;RPL22;CRABP1;KRT8;CRIP2;ACTB;COPZ1;ETV5;DLK1;RPS26;DRAP1;H19;FRMD5;TUBB5;KRT18;MDK;PMP22;ANO10;ESAM;VIM;UBQLN4;EZH2
358,HDSigDB_Mouse_2021,Genes Down-Regulated In HD Grade 2 Markers In Human Caudate Nucleus (HG-U133A) GSE3790,11/811,0.0437270832580128,0.22044294393491,0,0,1.8708839285714285,5.855469348111119,YWHAE;ACTR2;BEX1;PEG3;ZNHIT3;CCDC85B;SPECC1L;NDUFAB1;GRB10;CALM2;ACTB
359,HDSigDB_Mouse_2021,Genes Down-Regulated In PC12 Htt-Q74 Vs PC12 Htt-Q23 Upon 96 H Of Induction PMID28499347,4/175,0.0438392751467741,0.22044294393491,0,0,3.1313203644030714,9.792343860585376,KRT18;KRT8;ETV5;DLK1
360,HDSigDB_Mouse_2021,FOXP1 Up-Regulated Genes In Human Neural Cells GSE62718,8/520,0.0439425194701836,0.22044294393491,0,0,2.1128715034965033,6.602454849201686,KRT18;AHNAK;CRABP2;NEDD4;KDR;SLC2A1;RAPGEF5;DLK1
361,HDSigDB_Mouse_2021,FOXP1 Regulated Genes In Striatum Of BACHD Mice GSE104990,1/6,0.0444587497780507,0.22241656311616,0,0,26.458666666666662,82.37094884702728,CRABP2
362,HDSigDB_Mouse_2021,Genes Changed In Mouse Microglia During Aging PMID26001565,7/430,0.0449678158329661,0.2243435660427042,0,0,2.2324336748095615,6.924581187431829,RPS9;RPL41;ANXA2;FTH1;SLC2A1;SLC2A3;COX6C
363,HDSigDB_Mouse_2021,Up-regulated Genes In Cerebellum Of 6 Mon HD Q175 Mice Vs Q20 GSE73468,18/1555,0.0457742183579169,0.2277393116653503,0,0,1.612437078382358,4.972811198773816,RPS9;RPL41;BEX1;RPS5;RPLP1;CRIP2;RPL8;COX6C;CDC25A;DRAP1;UBB;CCDC85B;NDUFAB1;RPL13;RPS20;RPL29;MEST;RPS21
364,HDSigDB_Mouse_2021,Differentially Expressed Soluble Proteins In Striatum Of 12 Wk R6/2 Mice PXD004973,11/819,0.0463464368339073,0.2299545126197428,0,0,1.851582390381895,5.687340587994626,BEX1;ACTC1;PDF;ARL6IP1;EEF1D;PRDX1;CRABP1;VPS41;HSPE1;RAPGEF5;ACTB
365,HDSigDB_Mouse_2021,Genes Down-Regulated In Neuro2a Htt25Q-ni Vs Htt72Q-ni Vs Htt72Q-i: Transcriptional Signature 4 PMID28743452,7/435,0.047324872280602,0.2341676057381701,0,0,2.205785955347871,6.7292337429946745,EEF1A1;YWHAE;CSNK2A1;PRDX1;VIM;RPL29;SENP3
366,HDSigDB_Mouse_2021,Genes Up-Regulated In Expression In Quadriceps Muscle Of HSALR 41 Myotonic Dystrophy Mice (MOE430A Array) GSE14691,6/347,0.0482851100154389,0.2382679407028879,0,0,2.36723632318738,7.174222264124807,H19;BEX1;KRT18;AHNAK;PFN1;ACTB
367,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In SIVF017 Line NSCs Vs ESCs GSE34201,42/4369,0.0490402410336896,0.2408295447428268,0,0,1.382240380966112,4.167612423984925,TNFAIP8;BEX1;CRABP2;CCNF;SLC41A1;SLC2A3;RPL8;RASIP1;TUBB5;PDF;UBB;CBS;PRDX1;G3BP1;RPL13;ANO10;MEST;CNNM3;TMPO;ANXA2;CSNK2A1;WDR18;CCDC58;KRT8;IGF2;CDC25A;ZWINT;DHODH;RPS26;H19;FRMD5;MYL7;KRT18;ACTC1;TMEM54;DKC1;ABI3;SLC25A19;SERBP1;RPL29;RPS21;SNRPA
368,HDSigDB_Mouse_2021,Markers Of Facial Motor Nucleus In Pontine Tegmentum PMID22996553,2/47,0.049070183329709,0.2408295447428268,0,0,5.907233407904549,17.807376922371223,ANXA2;TSPAN18
369,HDSigDB_Mouse_2021,Liver RNA M28 Module (Skyblue) PMID26900923,7/439,0.0492665662027396,0.2411398686301662,0,0,2.184911908436214,6.577698271841455,CNN2;H19;SPARC;ANXA2;HAND2;FKBP9;VIM
370,HDSigDB_Mouse_2021,Genes Changed In The Heart Of Dox Treated FRDAkd Vs WT Mice At 20 Wk GSE98790,8/533,0.04948706626802,0.2415662453137041,0,0,2.0591674991674993,6.189947963916222,SPARC;ARL6IP1;PMP22;ANO10;MAN2B1;VIM;ACTB;MYH7
371,HDSigDB_Mouse_2021,Vascular Endothelial Cell-Enriched Genes PMID25700174,6/350,0.0499599618443716,0.2432190615595621,0,0,2.346230954290297,7.030559318809329,RPS26;CDH5;RPL41;TSPAN18;KDR;RASIP1
372,HDSigDB_Mouse_2021,HD-specific Set Of Genes (Cluster 2) PMID28499347,11/831,0.0504747131889426,0.2450662348128018,0,0,1.823336236933798,5.444997637573681,KRT18;ARL6IP1;HAND2;TSPAN18;KRT8;SLC2A1;ANO10;FURIN;MEST;ETV5;DLK1
373,HDSigDB_Mouse_2021,Genes Down-Regulated In WT Vs R6/1 Both Treated With AAV2/1-control GSE139847,3/110,0.0507550804340718,0.2457685846687274,0,0,3.7399595857539785,11.14786044613895,SPARC;CNNM3;DLK1
374,HDSigDB_Mouse_2021,Htt-N171-19Q Changed Genes In Rat Striatal Neurons GSE1918,2/48,0.0509562306081697,0.2460846230170544,0,0,5.778523489932886,17.201440758483525,AHNAK;PMP22
375,HDSigDB_Mouse_2021,Up-regulated Insoluble Proteins In Cerebral Cortex Of 8 Wk R6/2 Mice PXD004973,1/7,0.05167523330037,0.248893211454708,0,0,22.047777777777775,65.32264137535903,UBQLN4
376,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In The Heart Of Mice Inducibly Expressing Celf1 For 7 D GSE56185,37/3782,0.0520158943613894,0.2498694554070988,0,0,1.3956573677183612,4.125850609459688,TNFAIP8;BEX1;CPOX;SLC41A1;RASIP1;OSGEP;CDH5;CCND3;CSRP3;CCDC85B;G3BP1;KDR;MEST;CNNM3;UBQLN4;COG4;WDR18;IGF2;VEGFB;HSPE1;AIG1;COX6C;DHODH;FRMD5;TRAPPC6A;ACTC1;EEF1D;SLC25A19;HAND2;TSPAN18;SPECC1L;NDUFS4;NDUFAB1;HOXD4;DCTPP1;SNRPA;MYH7
377,HDSigDB_Mouse_2021,Genes Down-Regulated In Myotonic Dystrophy 1 Markers In Human Myoblasts GSE22498,2/49,0.0528680221477525,0.2532909738348671,0,0,5.655290589747251,16.626309002607364,H19;ACTC1
378,HDSigDB_Mouse_2021,Genes Up-Regulated In iSPNs Of R6/2 Vs WT PMID32681824,5/269,0.0535581768101431,0.2557996247999535,0,0,2.5406029472810294,7.436311287881524,YWHAE;UBB;CCDC58;AIG1;ZWINT
379,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In SI-187 Line NSCs Vs ESCs GSE34201,38/3912,0.053674134414126,0.2557996247999535,0,0,1.38671241450834,4.055889836712701,TNFAIP8;BEX1;CRABP2;DHX8;DOCK8;RPLP1;RPL8;RASIP1;OSGEP;UBB;CBS;PRDX1;ANO10;MEST;PEG3;CCDC58;KRT8;HSPE1;AIG1;ZWINT;DLK1;RPS26;H19;TRAPPC6A;MYL7;KRT18;ACTC1;ARMC10;TMEM54;ABI3;SLC25A19;NCL;RPA3;SERBP1;NDUFAB1;PPIG;RPL29;RPS21
380,HDSigDB_Mouse_2021,Genes Up-Regulated In Influence Of Spt4 Deletion On Expression In Yeasts (Biological Repeat 2) GSE33497,5/270,0.0542514322450004,0.2578258523721831,0,0,2.530886533988111,7.37532196342747,DRAP1;RRM1;SLC2A3;HSPE1;CDC25A
381,HDSigDB_Mouse_2021,Genes Changed In Human HD Neurons Vs Control Neurons PMID32070434,26/2495,0.0543840284959546,0.2578258523721831,0,0,1.4641717294451195,4.263206513652249,RPL4;SPARC;BEX1;CRABP1;OSGEP;CCND3;TUBB5;G3BP1;MCMBP;MEST;UBQLN4;RPS9;RPL41;RPL22;VEGFB;HSPE1;AIG1;ETV5;EEF1A1;TRAPPC6A;NDUFS4;PMP22;FKBP9;RAPGEF5;CALM2;RPS21
382,HDSigDB_Mouse_2021,Genes Up-Regulated In CAG Length-Dependent Genes In 10 Mon Mouse Liver PMID26900923,2/50,0.0548050675108287,0.2585202481534325,0,0,5.537192393736018,16.079855083580625,H19;ACTC1
383,HDSigDB_Mouse_2021,Mouse Spiny Projection Neurons-Enriched Genes PMID30811995,12/946,0.0548159996084583,0.2585202481534325,0,0,1.7483400859612095,5.076783023130352,TLE4;CDH5;BEX1;CRABP2;PEG3;RPA3;NDUFS4;IGF2;CRIP2;CALM2;ETV5;MYH7
384,HDSigDB_Mouse_2021,Genes Changed In Cerebellum Of Cic KO Vs WT Mice GSE108254,3/114,0.0553538883264247,0.2603789396341693,0,0,3.60445580715851,10.431325284204906,SPARC;PRRT4;ETV5
385,HDSigDB_Mouse_2021,Genes Up-Regulated In Endothelial Cells Of R6/2 Vs WT PMID32681824,5/273,0.056362504584639,0.2639445449929456,0,0,2.5021723573911268,7.196125478477997,YWHAE;CCND3;PPIG;RAPGEF5;ZWINT
386,HDSigDB_Mouse_2021,Up-regulated Insoluble Proteins In Hippocampus Of 12 Wk R6/2 Mice PXD004973,3/115,0.0565337606446094,0.2639445449929456,0,0,3.5720921814671813,10.262325374425595,UBB;EEF1D;VIM
387,HDSigDB_Mouse_2021,HD Grade 2 Markers In Human Caudate Nucleus (HG-U133A) GSE3790,18/1597,0.0565491349846841,0.2639445449929456,0,0,1.565947801739942,4.4984127070369935,YWHAE;ACTR2;SPARC;BEX1;AHNAK;ANXA2;PEG3;ACTB;ZNHIT3;EEF1D;CCDC85B;SERBP1;SPECC1L;G3BP1;NDUFAB1;GRB10;VIM;CALM2
388,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In SA01 Line NSCs Vs ESCs GSE34201,39/4060,0.0585241402894102,0.2708326893582459,0,0,1.3706878175293993,3.8904451022879054,COX7B;TNFAIP8;BEX1;CRABP2;RPLP1;SLC41A1;SLC2A3;RPL8;RASIP1;PDF;UBB;ZNHIT3;CBS;PRDX1;G3BP1;KDR;RPL13;MEST;CNNM3;EIF5A;CCDC58;KRT8;HSPE1;AIG1;RPS26;FRMD5;TRAPPC6A;KRT18;ACTC1;ARMC10;TMEM54;DKC1;SLC25A19;NCL;SERBP1;NDUFAB1;TSR1;PPIG;RPL29
389,HDSigDB_Mouse_2021,H3K27me3-enriched Genes In MSNs Of Adult Mice PMID27526204,22/2054,0.0585963283534748,0.2708326893582459,0,0,1.4953534151254348,4.242442112596349,TNFAIP8;SPARC;ANXA2;DOCK8;HBA-X;KRT8;IGF2;DLK1;CDH5;H19;KRT18;TMEM54;ABI3;CBS;HAND2;TSPAN18;PMP22;KDR;GRB10;IGF2BP1;HOXD4;VIM
390,HDSigDB_Mouse_2021,Genes Changed In Corticostriatal Projection Neurons Of R6/2 Vs WT PMID32681824,17/1494,0.0586450699241979,0.2708326893582459,0,0,1.5780474742064896,4.475739936621952,AHNAK;PEG3;BTF3L4;VEGFB;SLC2A3;CRIP2;AIG1;ZWINT;ETV5;EEF1A1;CCND3;FTH1;PRDX1;CYTB;RAPGEF5;CALM2;MYH7
391,HDSigDB_Mouse_2021,Up-regulated Genes In Pons Of ATXN3-KI HET Mice GSE117605,4/193,0.0587786548036053,0.2708326893582459,0,0,2.83050786452147,8.021592781102372,CPOX;FKBP9;ZWINT;ETV5
392,HDSigDB_Mouse_2021,CA3 Overexpressed Genes Compared To CA1 Ginsberg PMID15861457,1/8,0.0588375757844603,0.2708326893582459,0,0,18.897142857142857,53.53512542876957,ACTB
393,HDSigDB_Mouse_2021,Genes Associated With Changed H3K27ac Signals In HD Patients Vs Control PMID30811995,3/117,0.0589292794022848,0.2708326893582459,0,0,3.509068278805121,9.93563630948216,RPS9;UBB;TMPO
394,HDSigDB_Mouse_2021,Genes Down-Regulated In Genes Changed In HDACi 4B Treated Vs Untreated Friedreich Ataxia Carrier Blood Cells GSE30933,11/854,0.0590717351167902,0.2708326893582459,0,0,1.7714455177088628,5.011424195344817,DRAP1;ACTR2;COX7B;ARL6IP1;ANXA2;ARMC10;PMP22;MAN2B1;CALM2;PDIA6;RPS21
395,HDSigDB_Mouse_2021,Down-regulated Proteins In Cerebrospinal Fluid Of 8 Wk R6/2 Mice PXD004973,7/459,0.0597318236106866,0.2731675064620036,0,0,2.0860834562438546,5.878354423545591,DRAP1;YWHAE;NCL;CCDC58;RPLP1;NDUFAB1;TMPO
396,HDSigDB_Mouse_2021,Genes Down-Regulated In Mural Cells Of R6/2 Vs WT PMID32681824,3/118,0.0601447984229656,0.2743632996070299,0,0,3.4783783783783786,9.777722724474376,SPARC;CYTB;RAPGEF5
397,HDSigDB_Mouse_2021,Genes Up-Regulated In Neuro2a Htt72Q-ni Vs Htt72Q-i PMID28743452,8/561,0.0629261759606855,0.2863299112180942,0,0,1.9520732432124837,5.399030608865063,FAM189B;RRM1;SPARC;ARL6IP1;CCNF;RAPGEF5;MEST;CDC25A
398,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Expanded CAG Repeats Vs Control ESCs After 4D Of Neuronal Differentiation GSE9760,12/969,0.0633326432882377,0.2874571854511241,0,0,1.7042466340407298,4.70262043298384,CNN2;H19;SPARC;KRT18;ACTC1;AHNAK;ANXA2;EEF1D;KRT8;GRB10;SLC2A3;MYH7
399,HDSigDB_Mouse_2021,Mouse Cortex Astrocyte Markers PMID19013282,43/4580,0.064348252060914,0.2908718568553135,0,0,1.3437170915680945,3.6864146193011686,TNFAIP8;SPARC;CRABP2;BTF3L4;SLC2A1;SLC41A1;CRIP2;OSGEP;CCND3;PDF;ZNHIT3;MDK;CBS;PRDX1;RPL13;ANO10;MCMBP;TMPO;TLE4;ANXA2;RPS5;WDR18;CCDC58;RPL22;VEGFB;HSPE1;RPL34-PS1;COPZ1;ETV5;DHODH;TRAPPC6A;EEF1D;SLC25A19;RPA3;NDUFS4;NDUFAB1;PMP22;FKBP9;VIM;PFN1;CALM2;DCTPP1;EZH2
400,HDSigDB_Mouse_2021,Genes Down-Regulated In HDACi-9b Treated PBMCs From Friedreich Ataxia Carriers Vs Controls GSE30933,9/663,0.064431265170928,0.2908718568553135,0,0,1.860220958780204,5.101016583675114,RRM1;ARL6IP1;ZNHIT3;RPLP1;SERBP1;PFN1;DCTPP1;CDC25A;ZWINT
401,HDSigDB_Mouse_2021,CAG Length-Dependent Genes In 10 Mon Mouse Liver PMID26900923,2/55,0.0648523430181792,0.2908718568553135,0,0,5.0135494491579085,13.715277640744096,H19;ACTC1
402,HDSigDB_Mouse_2021,Differentially Expressed Soluble Proteins In Cerebellum Of 8 Wk R6/2 Mice PXD004973,9/664,0.0649133214244892,0.2908718568553135,0,0,1.8572841629932264,5.079119486913803,ACTC1;CSNK2A1;DKC1;EEF1D;CBS;NCL;PRDX1;NEDD4;COX6C
403,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Retina Of 9 Wk R7E Spinocerebellar Ataxia 7 Mice GSE3634,5/285,0.0652758396177432,0.2908718568553135,0,0,2.393468688845401,6.532095105311543,TUBB5;RPL22;GRB10;IGF2;SENP3
404,HDSigDB_Mouse_2021,Genes Down-Regulated In PC12 Htt-Q74 Vs PC12 Htt-Q23 Upon 72 H Of Induction PMID28499347,6/375,0.0653031801751769,0.2908718568553135,0,0,2.1844687412391366,5.960791622702363,KRT18;HAND2;KRT8;MEST;ETV5;DLK1
405,HDSigDB_Mouse_2021,Expression In Retina Of 9 Wk R7E Spinocerebellar Ataxia 7 Mice GSE3634,8/566,0.0655451027276814,0.2908718568553135,0,0,1.934080256660902,5.270401157230217,TLE4;TUBB5;ARL6IP1;RPL22;GRB10;IGF2;PDIA6;SENP3
406,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In The Brain Of Mbnl1 KO Myotonic Dystrophy Mice GSE39911,1/9,0.0659461803962854,0.2908718568553135,0,0,16.534166666666668,44.95501555710867,FLYWCH1
407,HDSigDB_Mouse_2021,Genes Down-Regulated In Human Blood Methylation Profiling In Fragile X Syndrome GSE41273,1/9,0.0659461803962854,0.2908718568553135,0,0,16.534166666666668,44.95501555710867,CCDC85B
408,HDSigDB_Mouse_2021,Neuronal Community 3 Gene Signature PMID26060301,1/9,0.0659461803962854,0.2908718568553135,0,0,16.534166666666668,44.95501555710867,SPARC
409,HDSigDB_Mouse_2021,Genes Changed In HDACi 106 Vs Vehicle Treated Friedreich Ataxia Patient Blood Cells GSE30933,41/4343,0.0659930297014584,0.2908718568553135,0,0,1.34699928151811,3.661421735266522,COX7B;SPARC;AHNAK;ARL6IP1;DOCK8;RPLP1;CPOX;SLC2A3;CRIP2;ACTB;ZNHIT3;CCDC85B;CBS;G3BP1;ANO10;MCMBP;CNNM3;UBQLN4;EIF5A;RPL41;RRM1;ANXA2;COG4;RPL22;COX6C;PDIA6;ARMC10;DKC1;ABI3;SLC25A19;RPA3;SERBP1;NDUFAB1;PMP22;MAN2B1;FLYWCH1;PPIG;VIM;CALM2;RPS21;EZH2
410,HDSigDB_Mouse_2021,HDACi-9b Treated PBMCs From Friedreich Ataxia Carriers Vs Controls GSE30933,15/1298,0.0660123319533593,0.2908718568553135,0,0,1.5960409884920452,4.337901678968076,EIF5A;RRM1;ARL6IP1;RPLP1;CDC25A;ZWINT;CNN2;ZNHIT3;SLC25A19;SERBP1;PMP22;ANO10;FLYWCH1;PFN1;DCTPP1
411,HDSigDB_Mouse_2021,Synaptic Vesicle Fusion And Recycling In Nerve Terminals In HD CHDI118,2/56,0.0669309358558136,0.2942037010555302,0,0,4.9204573701218,13.305379248660088,CALM2;ACTB
412,HDSigDB_Mouse_2021,Friedreich Ataxia iPSCs Expression Vs ES4CL2 Cell Line GSE22651,37/3863,0.0675546696303556,0.2961516585597704,0,0,1.3592387267174733,3.6629011072970097,YWHAE;COX7B;SPARC;BEX1;AHNAK;RPLP1;CRABP1;SLC2A3;CRIP2;WDR89;OSGEP;CNN2;UBB;ZNHIT3;MDK;CBS;G3BP1;KDR;IGF2BP1;RPL13;ANO10;MEST;TMPO;ANXA2;CSNK2A1;KRT8;ZWINT;ETV5;DLK1;RPS26;DRAP1;H19;PMP22;ESAM;RPS20;VIM;RPL29
413,HDSigDB_Mouse_2021,Genes Down-Regulated In Mouse Microglia During Acute Immune Activation PMID26001565,12/980,0.0677011522052705,0.2961516585597704,0,0,1.6838991616624055,4.534154580040166,SPARC;ARL6IP1;ARMC10;ABI3;DOCK8;TSPAN18;PMP22;MAN2B1;POLR2G;CALM2;OSGEP;ETV5
414,HDSigDB_Mouse_2021,Down-regulated Genes In Pons Of ATXN3-KI HET Mice GSE117605,16/1414,0.0681637918824984,0.297113451831776,0,0,1.5642240237376146,4.201258214224898,RPL4;VEGFB;COX6C;WDR89;ACTB;CCND3;FTH1;TSPAN18;NDUFAB1;PMP22;MCMBP;RPS20;CYTB;MEST;DCTPP1;MYH7
415,HDSigDB_Mouse_2021,Genes Down-Regulated In Ciliated Ependymal Cells Of R6/2 Vs WT PMID32681824,5/289,0.0684132023268087,0.297113451831776,0,0,2.359275516110361,6.328023914301847,FRMD5;SPARC;SLC2A1;CYTB;CALM2
416,HDSigDB_Mouse_2021,Up-regulated Genes In Cortex Of 10 Mon HD Q140 Mice Vs Q20 GSE78272,5/289,0.0684132023268087,0.297113451831776,0,0,2.359275516110361,6.328023914301847,CRABP2;UBB;FLYWCH1;VIM;ZWINT
417,HDSigDB_Mouse_2021,Expression In Drosophila S2 Line Encoding Toxic Repeat-Containing dsRNA GSE42910,5/290,0.0692104750150794,0.2998568666323179,0,0,2.3508771929824563,6.27825981295391,TUBB5;PDF;SLC2A1;SLC2A3;TRIM67
418,HDSigDB_Mouse_2021,Genes Down-Regulated In Mural Cells Of HD Patients Vs Control PMID32681824,7/476,0.0696314541279118,0.3009607718989219,0,0,2.0087064676616917,5.352276494859346,EEF1A1;RPS9;RPL41;SPARC;FTH1;RPL29;ACTB
419,HDSigDB_Mouse_2021,Down-regulated Soluble Proteins In Striatum Of 12 Wk R6/2 Mice PXD004973,5/292,0.0708205017889025,0.3053712589040537,0,0,2.334256121426185,6.180192256106577,ACTC1;EEF1D;CRABP1;VPS41;ACTB
420,HDSigDB_Mouse_2021,Striatum Protein Module pM22 (Darkgreen) PMID26900923,2/58,0.0711536203531686,0.3060788752009227,0,0,4.74424736337488,12.538638119378598,TUBB5;HSPE1
421,HDSigDB_Mouse_2021,Glutamatergic Neuron Gene Module M10 From Cerebral Cortex PMID18849986,7/480,0.0720958726678319,0.3087031558097471,0,0,1.9913084331688984,5.2366602401764295,FAM189B;TUBB5;CCDC85B;SERBP1;FURIN;MIR3064;CALM2
422,HDSigDB_Mouse_2021,Genes Down-Regulated In iSPNs Of 6 Mon HdhQ111 Vs HdhQ20 PMID32681824,8/578,0.0721046023785328,0.3087031558097471,0,0,1.8921850079744815,4.9757604712392425,EIF5A;COG4;WDR18;CRIP2;FLYWCH1;PFN1;RPL8;UBQLN4
423,HDSigDB_Mouse_2021,Genes Down-Regulated In Friedreich Ataxia Markers In Blood Of Asymptomatic Genetic Carriers GSE30933,5/294,0.0724511311205041,0.3091580790203426,0,0,2.3178650993032184,6.0840319760013815,CCDC58;RPLP1;DCTPP1;CDC25A;EZH2
424,HDSigDB_Mouse_2021,Genes Up-Regulated In HD Markers In Human Blood GSE1751,18/1650,0.072552282486828,0.3091580790203426,0,0,1.510697700132685,3.963236617198782,TLE4;RPL4;ACTR2;COX7B;TNFAIP8;ARL6IP1;CPOX;SLC2A3;PDIA6;EEF1A1;ZNHIT3;SERBP1;VPS41;MCMBP;PPIG;CALM2;RPS21;TMPO
425,HDSigDB_Mouse_2021,Expression In Yeast Strains With TTC Expanded Tracts Orientation Vs GAA Orientation GSE11425,1/10,0.0730014474463071,0.3096150382324641,0,0,14.696296296296296,38.464263732129254,DHODH
426,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Yeast Strains With TTC Expanded Tracts Orientation Vs GAA Orientation GSE11425,1/10,0.0730014474463071,0.3096150382324641,0,0,14.696296296296296,38.464263732129254,DHODH
427,HDSigDB_Mouse_2021,Striatum Protein Module pM39 (Orangered4) PMID26900923,2/59,0.0732968268651892,0.3101414800300411,0,0,4.660779465442129,12.179725825655538,FRMD5;VPS41
428,HDSigDB_Mouse_2021,Genes Changed In iSPNs Of 6 Mon HdhQ170 Vs HdhQ20 PMID32681824,34/3531,0.0744716621643875,0.3143780423769367,0,0,1.358839933618315,3.5293646925704873,YWHAE;SPARC;SLC2A1;SLC41A1;SLC2A3;CRIP2;RPL8;CNN2;CCDC85B;PRDX1;G3BP1;GRB10;UBQLN4;RRM1;COG4;RPL22;VEGFB;PDIA6;CDC25A;ETV5;EEF1A1;ARMC10;EEF1D;NCL;PMP22;MAN2B1;FLYWCH1;PPIG;VIM;CYTB;PFN1;SNRPA;EZH2;MYH7
429,HDSigDB_Mouse_2021,Genes Changed In HDACi 4B Treated Vs Untreated Friedreich Ataxia Carrier Blood Cells GSE30933,21/1999,0.0750951265778883,0.3162704303438531,0,0,1.4594812164579607,3.77859630715312,ACTR2;COX7B;SPARC;ARL6IP1;ANXA2;SLC2A3;CRIP2;AIG1;RPL8;PDIA6;DRAP1;CNN2;KRT18;ARMC10;EEF1D;PMP22;RPL13;MAN2B1;FLYWCH1;CALM2;RPS21
430,HDSigDB_Mouse_2021,Cortex RNA M1 Module (Turquoise) PMID26900923,12/998,0.0752692189277751,0.3162704303438531,0,0,1.6515825878850672,4.272122266204527,TLE4;YWHAE;ACTR2;ARL6IP1;CSNK2A1;DKC1;NCL;SERBP1;NDUFS4;VPS41;AIG1;CALM2
431,HDSigDB_Mouse_2021,eVLMC Embryonic Vascular And Leptomeningeal Cell Markers PMID30078729,3/130,0.0756281148367607,0.3170428610402169,0,0,3.1477974037029157,8.12738365976273,H19;AHNAK;IGF2BP1
432,HDSigDB_Mouse_2021,Genes Changed In Aged Vs Young Microglia PMID23954174,7/486,0.0758891328515295,0.3174023547208313,0,0,1.9657562050568311,5.068666562628045,EEF1A1;RPS9;RRM1;CRABP2;TMEM54;KDR;RPS20
433,HDSigDB_Mouse_2021,Striatum RNA M16 Module (Lightcyan) PMID26900923,5/299,0.0766174962938805,0.319556538291907,0,0,2.2778632000745502,5.851670694106198,KRT18;ANXA2;TSPAN18;KRT8;VIM
434,HDSigDB_Mouse_2021,Expression In 12 Wk R6/2 HD Mice (Set1) GSE9803,44/4765,0.0767570923009274,0.319556538291907,0,0,1.317699600314364,3.382679147558554,AHNAK;CRABP2;DHX8;BTF3L4;CPOX;SLC41A1;CRIP2;CCDC85B;PRDX1;G3BP1;KDR;GRB10;RPL13;MCMBP;MEST;CNNM3;TMPO;TLE4;RPS9;RRM1;CSNK2A1;CCDC58;RPL22;HSPE1;AIG1;CDC25A;ZWINT;DHODH;EEF1A1;FAM189B;NCL;NEDD4;SERBP1;SPECC1L;NDUFAB1;PMP22;ESAM;RPS20;FKBP9;PPIG;VIM;DCTPP1;EZH2;MYH7
435,HDSigDB_Mouse_2021,NES-Q13 Vs NLS-Q13 Changed Genes In PC12 Cells GSE26933,5/300,0.0774661045020514,0.32176861296609,0,0,2.2700255398188993,5.806531923675178,SPARC;TMEM54;CRABP1;KRT8;DLK1
436,HDSigDB_Mouse_2021,Up-regulated Genes In Pons Of ATXN3-KI HOM Mice GSE117605,4/213,0.0781686659748981,0.3236776595281105,0,0,2.557041955538196,6.517609471315739,CPOX;FKBP9;ZWINT;ETV5
437,HDSigDB_Mouse_2021,Down-regulated Genes In Pons Of ATXN3-KI HOM Mice GSE117605,16/1443,0.0784581511020814,0.3236776595281105,0,0,1.530026733110125,3.8942085929302617,RPL4;VEGFB;COX6C;WDR89;ACTB;CCND3;FTH1;TSPAN18;NDUFAB1;PMP22;MCMBP;RPS20;CYTB;MEST;DCTPP1;MYH7
